timestamp,symbol,close
2015-10-14T00:00:00Z,AAPL,110.209999
2015-10-15T00:00:00Z,AAPL,111.860001
2015-10-16T00:00:00Z,AAPL,111.040001
2015-10-19T00:00:00Z,AAPL,111.730003
2015-10-20T00:00:00Z,AAPL,113.769997
2015-10-21T00:00:00Z,AAPL,113.760002
2015-10-22T00:00:00Z,AAPL,115.5
2015-10-23T00:00:00Z,AAPL,119.080002
2015-10-26T00:00:00Z,AAPL,115.279999
2015-10-27T00:00:00Z,AAPL,114.550003
2015-10-28T00:00:00Z,AAPL,119.269997
2015-10-29T00:00:00Z,AAPL,120.529999
2015-10-30T00:00:00Z,AAPL,119.5
2015-11-02T00:00:00Z,AAPL,121.18
2015-11-03T00:00:00Z,AAPL,122.57
2015-11-04T00:00:00Z,AAPL,122
2015-11-05T00:00:00Z,AAPL,120.919998
2015-11-06T00:00:00Z,AAPL,121.059998
2015-11-09T00:00:00Z,AAPL,120.57
2015-11-10T00:00:00Z,AAPL,116.769997
2016-04-07T00:00:00Z,AAPL,108.540001
2016-04-08T00:00:00Z,AAPL,108.660004
2016-04-11T00:00:00Z,AAPL,109.019997
2016-04-12T00:00:00Z,AAPL,110.440002
2016-04-13T00:00:00Z,AAPL,112.040001
2016-04-14T00:00:00Z,AAPL,112.099998
2016-04-15T00:00:00Z,AAPL,109.849998
2016-04-18T00:00:00Z,AAPL,107.480003
2016-04-19T00:00:00Z,AAPL,106.910004
2016-04-20T00:00:00Z,AAPL,107.129997
2016-04-21T00:00:00Z,AAPL,105.970001
2016-04-22T00:00:00Z,AAPL,105.68
2016-04-25T00:00:00Z,AAPL,105.080002
2016-04-26T00:00:00Z,AAPL,104.349998
2016-04-27T00:00:00Z,AAPL,97.82
2016-04-28T00:00:00Z,AAPL,94.830002
2016-04-29T00:00:00Z,AAPL,93.739998
2016-05-02T00:00:00Z,AAPL,93.639999
2016-05-03T00:00:00Z,AAPL,95.18
2016-05-04T00:00:00Z,AAPL,94.190002
2016-10-31T00:00:00Z,AAPL,113.540001
2016-11-01T00:00:00Z,AAPL,111.489998
2016-11-02T00:00:00Z,AAPL,111.589996
2016-11-03T00:00:00Z,AAPL,109.830002
2016-11-04T00:00:00Z,AAPL,108.839996
2016-11-07T00:00:00Z,AAPL,110.410004
2016-11-08T00:00:00Z,AAPL,111.059998
2016-11-09T00:00:00Z,AAPL,110.879997
2016-11-10T00:00:00Z,AAPL,107.790001
2016-11-11T00:00:00Z,AAPL,108.43
2016-11-14T00:00:00Z,AAPL,105.709999
2016-11-15T00:00:00Z,AAPL,107.110001
2016-11-16T00:00:00Z,AAPL,109.989998
2016-11-17T00:00:00Z,AAPL,109.949997
2016-11-18T00:00:00Z,AAPL,110.059998
2016-11-21T00:00:00Z,AAPL,111.730003
2016-11-22T00:00:00Z,AAPL,111.800003
2016-11-23T00:00:00Z,AAPL,111.230003
2016-11-25T00:00:00Z,AAPL,111.790001
2016-11-28T00:00:00Z,AAPL,111.57
